test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.8484993319840601,0.9339970417702718,0.9630169606873408,0.5606874237642779,0.5123123204890913,0.4751058565063656
2,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.8484427472941537,0.934112878359197,0.9630763881076573,0.5057867672491417,0.4156034690450331,0.35788643555860017
3,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.8286591827592812,0.91645220825709806,0.9489827969974525,0.4434453871064772,0.31135789308074935,0.23526167097044898
4,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.7970514149141578,0.882712293354376,0.9201796020515376,0.3860528471053325,0.2300411796052109,0.15285214941509714
5,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.756556400917943,0.8369800935650414,0.8773127406867134,0.3362036235454879,0.17108620750492107,0.09805648639101056
6,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.7121778824617206,0.783850132041687,0.8229432538009196,0.2970787550742361,0.13124311071229683,0.06469736349283739
7,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.6701149308089764,0.7315037441257288,0.7642286803099958,0.267636769032253,0.10522987768105885,0.04623176988469214
8,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.6269222887335212,0.6801502372069648,0.7066241960233232,0.24851729013161944,0.09185566946081401,0.03696846214576411
9,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.5910480981470306,0.6322808733715636,0.6534415692766286,0.2375335636854777,0.08670064562864392,0.034942137230921676
10,0.5308603503821246,0.2681005597114563,3.1679774146393003,0.017886343924328686,-0.31585922775568004,0.5586026154838457,0.5910346896529545,0.6088444065951121,0.23755971499660242,0.09132497859148074,0.039140315466359155
