test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.9217322279300251,0.9689296150232242,0.9828965310039651,0.6660442273850511,0.6332261950275403,0.6332739123958611
2,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.9217368876560756,0.970225637984534,0.9842005312278855,0.5919766480568133,0.5210038361978581,0.49711329743410676
3,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.8818204720847846,0.9372731967505122,0.959043573187625,0.49401755922120566,0.38232390768224345,0.3377139758498659
4,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.8224441319502463,0.8755582375955684,0.9035444043180619,0.4007547416386285,0.2692364212300091,0.21991542232633857
5,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.7564890267401769,0.8031913318788507,0.8334888287683124,0.3277866524680685,0.1930767148542663,0.144811959847713
6,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.6952974071921111,0.7311973553515243,0.7616242396233975,0.2753957375484915,0.14633425906891256,0.09903117667586984
7,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.641788079061822,0.6680634371536478,0.696605850737028,0.24162156586919661,0.1202346748025997,0.07324302736832086
8,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.5973293761238501,0.6160977702366405,0.644322799284096,0.2260991185663888,0.10948390149762201,0.06223431942869498
9,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.5642529239114638,0.5765997324145532,0.6029916282521243,0.22588414069541043,0.11230931199877214,0.06586168729604638
10,0.2649945782872435,0.1513102437713999,5.599058844765366,0.03211234747432173,0.14707939558067,0.5417213706088024,0.5506143592961663,0.5717567213948902,0.24124022928059158,0.132220743178459,0.08593621409327375
