test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.7899309513275234,0.8904426637755389,0.9384787340005074,0.6438237965696111,0.6519990210962988,0.6773687299831825
2,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.7875284693040854,0.8930294718491301,0.9349940282103759,0.6271535537874422,0.645427155598705,0.6564921129282141
3,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.6639389294993129,0.7184694377126623,0.7538853609054753,0.5498660303495215,0.5481788886821511,0.5489343515958376
4,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.5887518179402366,0.6280395017566855,0.6459143454039988,0.5125235001060298,0.5080632777372015,0.48973616708293805
5,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.5528844529298925,0.5672743382178796,0.5731269103153923,0.49601562765081075,0.4681592220687658,0.45734386583056347
6,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.5326566612500533,0.5348810672575064,0.5338438177145647,0.4684614488413353,0.45798479172359036,0.43504481967450537
7,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.5306128200396864,0.5328259570148046,0.5212736140245597,0.4670617758200611,0.4443172275820027,0.43130994810624357
8,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.52761497223259,0.5325882069045216,0.5209909805602014,0.4679568743821339,0.4526346278259625,0.4442164339843979
9,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.530266235897426,0.525919653084214,0.5190077294552863,0.4747177780363724,0.4662092227836196,0.45722602680292634
10,0.10264415408018976,1.5165324284786228,1.8114004558253471,0.16505667398774868,0.1956194233835481,0.5251469870363138,0.5192283384068016,0.5193124428264583,0.4848016630541141,0.4747310330309148,0.46183446244872317
