test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.8279033216011815,0.9026589887356878,0.9380521644329957,0.7848750151280126,0.8191896839180715,0.8297261279676401
2,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.8251370524211353,0.9024699193666386,0.936922552577678,0.7639170342619199,0.7735385281082888,0.7568120311432548
3,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.7918695444290381,0.861940251676372,0.8959284783984703,0.7073077511154886,0.6600144977740042,0.5886179193556415
4,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.7469437090682013,0.8005044178232165,0.8281484813041452,0.6458733060706282,0.5411909517047233,0.4182551439649306
5,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.7106989761438101,0.7397780227157101,0.7574924741365134,0.5994889289656238,0.4480315676770804,0.30149851648463977
6,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.6881250033248403,0.6992211698270232,0.710820871354156,0.575253508875234,0.3932633708890686,0.2376218663453791
7,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.6782307192559313,0.6821153704306968,0.6870084930448879,0.5588602789660172,0.37020968907476004,0.21537216545656074
8,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.6743795625687724,0.6792402369812086,0.6768032259153919,0.5602450533709928,0.38117743117232983,0.22621643405371838
9,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.669582603984551,0.6797633079748834,0.6739298376419982,0.571859720872968,0.4128242358808689,0.2679735654617825
10,1.1347660682507326,0.26639346638694406,1.7040990795310025,0.1070254365483137,1.0828447809169264,0.6662964706347387,0.6816072516866011,0.6728680494696567,0.59138790202377,0.46396716908837765,0.3398803494419015
