test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.7732786282231805,0.8824715134507659,0.9303398189447551,0.7060982123297973,0.7466226971646932,0.768897202264053
2,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.77683983253673,0.8835387006386612,0.9302267261702959,0.7117326805329464,0.7474662375099328,0.7649635817274713
3,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5925551379320579,0.6146944608323653,0.6173277305879452,0.543121783374378,0.5436961715106986,0.530888669158352
4,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5838378631831606,0.5845920724555295,0.5927929528593004,0.544981900665789,0.5281745212975881,0.49206394178953755
5,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5682709890415775,0.5717806036763475,0.5790145480778115,0.5342807553620941,0.5143418243737106,0.4922760926900258
6,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5703974662323599,0.5717707050915772,0.5652084729376137,0.5378801676046688,0.5120227295942901,0.4984959333960609
7,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5684682750096955,0.5609798016302737,0.5624341915936785,0.5397465500127083,0.5144512330405183,0.4927261650018136
8,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5712707622556586,0.5781948051950303,0.5729053798412855,0.5259250531362417,0.5087494150718903,0.492888613094066
9,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5745444028334227,0.5621193281944727,0.5772509349450371,0.5376420933484428,0.5226671237495721,0.5014480791630881
10,0.2633925998436404,2.235970357306934,0.9040896731894463,0.2839336283336926,0.5403681080540099,0.5699971014395755,0.5684939358142854,0.5677152577939223,0.523067726000429,0.5288156101851167,0.5031911178204614
