test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.6769127327828691,0.8440907694740943,0.9050615940905551,0.3533127100278108,0.36832189621613737,0.3441683888577696
2,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.6789710316160505,0.8443434418715423,0.9061985387548023,0.350926986879013,0.3652480810167775,0.3395792359558397
3,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.5574396351440722,0.6870144351153396,0.7492243908839876,0.3286662604139364,0.3406505284222436,0.32549879214083716
4,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.456671024272171,0.5324030001251814,0.5657116449996263,0.3136750129890009,0.3199406152395756,0.3083735423921567
5,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.3792119790844519,0.42139585715167516,0.42826068759456765,0.300176657980207,0.30186132370100527,0.2935531759229782
6,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.34118782017656285,0.36922276032334295,0.3478957962981901,0.29266332469742157,0.2958355258504907,0.2864613282298171
7,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.31652567782865076,0.33653952350534877,0.3235930636116148,0.2955262074144695,0.3022993994860464,0.29582469449661053
8,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.31340098140295003,0.3250696178933595,0.3215154266248896,0.30142756098610596,0.3014824396218079,0.2997145314577373
9,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.31785266581825794,0.3191373929928579,0.32476445078875177,0.3079244326659501,0.29665650006664174,0.3122440248103536
10,0.01923908256468256,0.8061722078871848,1.872677008558381,0.14057628322265783,-1.2594788506317307,0.3150941588779077,0.3161089176066732,0.3218099660119041,0.31416434336434823,0.30261996141662917,0.32388800865798534
