test,alpha,sigma,tau,rho,mu,category_n2,category_n6,category_n12,property_n2,property_n6,property_n12
1,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.5540523414788873,0.7584363895842402,0.8506571130970514,0.3848056486159026,0.4279080032933845,0.45568818080802687
2,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.553718532455273,0.7614239409409997,0.8504320609478555,0.3701168425526643,0.39818965466109363,0.4293297060845644
3,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.4578177287744975,0.6082434535061793,0.6898980810297665,0.30536006050873815,0.31175888943529323,0.3224278887027892
4,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.35395308058723407,0.422655122814759,0.4690639817233444,0.24599757396476032,0.23198112025582288,0.22253527522439956
5,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.2933970083722904,0.31371111075732794,0.33582524278137627,0.2132596095306071,0.18587877090272326,0.16748561647423352
6,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.2713431117764466,0.27133324173235507,0.28183177472749177,0.20122536238508312,0.1681553111543323,0.1463795842827071
7,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.2683521681257187,0.2625321805253865,0.2631123064607478,0.19609143446534846,0.16662873403464337,0.14054888915862773
8,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.26920673398786144,0.26752820511285,0.26104092050287975,0.1943246741269824,0.17079542839845804,0.14385638726569605
9,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.26786475182512515,0.2738542319448083,0.2641616143363757,0.19818125969381115,0.18021021656256922,0.15748737281468142
10,0.22963068434037268,0.06380550214089453,1.4229800383861544,0.18806798326874022,-1.3866199722090045,0.26666351558765294,0.27564248095736343,0.2657728933601252,0.21157967774294287,0.1969240730886603,0.17878108161572917
