subj_id,gender,age,sampling,baserate,sampling,baserate,Old2,Old3,Old4,Old5,Old6,Old7,Old8,R1,R2,R3,R4,R5,R6,R7,turkcode
336,female,45,property,large,2,1,7,9,7,4,2,2,2,8,10,8,5,3,3,3,120852
344,female,23,property,large,2,1,6,7,7,1,0,0,1,7,8,8,2,1,1,2,324400
345,female,44,property,large,2,1,9,9,0,9,0,0,0,10,10,1,10,1,1,1,388785
346,female,53,property,large,2,1,0,9,9,7,5,4,3,1,10,10,8,6,5,4,182167
350,male,51,property,large,2,1,8,8,7,6,2,1,1,9,9,8,7,3,2,2,140241
358,male,45,property,large,2,1,9,9,4,0,0,0,0,10,10,5,1,1,1,1,355269
360,male,28,property,large,2,1,9,9,9,4,6,3,2,10,10,10,5,7,4,3,340917
361,male,25,property,large,2,1,9,7,7,3,3,1,2,10,8,8,4,4,2,3,360945
362,female,47,property,large,2,1,9,9,9,9,9,9,9,10,10,10,10,10,10,10,665722
366,female,33,property,large,2,1,4,4,5,4,4,4,4,5,5,6,5,5,5,5,855097
367,female,47,property,large,2,1,9,9,9,0,0,0,0,10,10,10,1,1,1,1,444891
372,female,29,property,large,2,1,6,7,6,7,7,6,6,7,8,7,8,8,7,7,681880
380,male,54,property,large,2,1,8,7,7,3,2,1,1,9,8,8,4,3,2,2,737959
385,female,43,property,large,2,1,4,6,7,7,6,3,4,5,7,8,8,7,4,5,972601
386,female,27,property,large,2,1,9,9,8,1,3,1,0,10,10,9,2,4,2,1,858138
389,male,47,property,large,2,1,0,1,7,3,5,8,7,1,2,8,4,6,9,8,395650
390,male,28,property,large,2,1,1,3,3,3,3,1,3,2,4,4,4,4,2,4,725641
391,male,30,property,large,2,1,9,9,7,5,4,3,3,10,10,8,6,5,4,4,282135
394,female,24,property,large,2,1,8,7,3,3,2,2,1,9,8,4,4,3,3,2,597799
395,female,44,property,large,2,1,7,9,7,6,3,3,3,8,10,8,7,4,4,4,868607
396,female,57,property,large,2,1,9,9,9,0,0,0,0,10,10,10,1,1,1,1,596814
403,female,29,property,large,2,1,2,3,6,2,6,6,4,3,4,7,3,7,7,5,981962
419,female,32,property,large,2,1,9,9,3,3,3,3,1,10,10,4,4,4,4,2,488228
2,female,46,property,small,2,2,8,7,5,4,4,4,3,9,8,6,5,5,5,4,697029
4,male,22,property,small,2,2,0,1,4,6,2,6,2,1,2,5,7,3,7,3,162745
10,male,28,property,small,2,2,8,8,8,6,3,3,1,9,9,9,7,4,4,2,974624
11,female,55,property,small,2,2,2,2,2,4,4,4,9,3,3,3,5,5,5,10,380402
24,female,23,property,small,2,2,5,7,4,4,2,1,4,6,8,5,5,3,2,5,598407
25,male,24,property,small,2,2,9,9,9,9,1,0,0,10,10,10,10,2,1,1,481726
29,female,36,property,small,2,2,4,4,2,4,7,7,9,5,5,3,5,8,8,10,459113
30,male,39,property,small,2,2,6,3,2,1,0,0,0,7,4,3,2,1,1,1,903401
32,male,44,property,small,2,2,9,9,9,9,9,9,9,10,10,10,10,10,10,10,922108
42,female,34,property,small,2,2,9,9,9,9,9,9,9,10,10,10,10,10,10,10,681418
45,female,61,property,small,2,2,6,6,6,2,2,2,2,7,7,7,3,3,3,3,606779
51,male,35,property,small,2,2,4,7,6,3,2,1,1,5,8,7,4,3,2,2,907372
52,male,47,property,small,2,2,1,2,3,7,7,8,8,2,3,4,8,8,9,9,159376
57,male,26,property,small,2,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,106624
58,male,40,property,small,2,2,9,9,9,9,9,9,9,10,10,10,10,10,10,10,701462
63,female,28,property,small,2,2,5,5,4,4,6,4,0,6,6,5,5,7,5,1,107151
69,male,36,property,small,2,2,0,3,6,4,8,8,7,1,4,7,5,9,9,8,562396
70,male,26,property,small,2,2,0,5,7,6,9,9,9,1,6,8,7,10,10,10,502096
75,female,32,property,small,2,2,6,6,6,5,4,4,5,7,7,7,6,5,5,6,171514
76,female,41,property,small,2,2,9,8,8,3,4,1,1,10,9,9,4,5,2,2,108823
81,female,65,property,small,2,2,5,6,5,4,1,0,0,6,7,6,5,2,1,1,995846
85,male,37,property,small,2,2,7,7,3,1,1,1,1,8,8,4,2,2,2,2,759812
87,male,28,property,small,2,2,8,7,9,8,7,8,7,9,8,10,9,8,9,8,345453
97,male,32,property,small,2,2,9,9,9,8,8,6,7,10,10,10,9,9,7,8,807121
103,male,30,property,small,2,2,7,6,5,3,2,2,3,8,7,6,4,3,3,4,543811
112,female,35,property,small,2,2,7,6,5,1,3,0,0,8,7,6,2,4,1,1,194247
114,male,41,property,small,2,2,8,8,7,1,1,1,1,9,9,8,2,2,2,2,748703
118,male,29,property,small,2,2,3,4,6,6,6,8,7,4,5,7,7,7,9,8,136751
119,male,30,property,small,2,2,2,4,4,6,6,6,4,3,5,5,7,7,7,5,671694
122,female,35,property,small,2,2,8,8,5,1,0,1,0,9,9,6,2,1,2,1,892382
125,male,55,property,small,2,2,8,8,2,3,0,0,0,9,9,3,4,1,1,1,301072
132,male,20,property,small,2,2,9,7,4,2,3,0,0,10,8,5,3,4,1,1,981206
136,male,38,property,small,2,2,8,8,8,8,1,0,0,9,9,9,9,2,1,1,860758
138,female,50,property,small,2,2,3,2,5,2,2,1,2,4,3,6,3,3,2,3,287560
145,male,38,property,small,2,2,7,6,5,4,1,0,0,8,7,6,5,2,1,1,732059
150,female,45,property,small,2,2,2,3,3,3,3,2,2,3,4,4,4,4,3,3,589365
153,male,23,property,small,2,2,9,9,7,4,3,0,0,10,10,8,5,4,1,1,851378
157,female,29,property,small,2,2,8,4,7,9,7,9,9,9,5,8,10,8,10,10,379882
161,female,47,property,small,2,2,9,8,8,7,8,1,0,10,9,9,8,9,2,1,409149
163,female,26,property,small,2,2,2,3,7,7,8,7,8,3,4,8,8,9,8,9,726467
165,male,33,property,small,2,2,3,7,8,8,8,9,9,4,8,9,9,9,10,10,325080
173,male,32,property,small,2,2,4,4,3,1,1,0,0,5,5,4,2,2,1,1,132065
174,male,43,property,small,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,418425
178,male,32,property,small,2,2,5,7,7,3,4,3,1,6,8,8,4,5,4,2,436119
179,male,24,property,small,2,2,6,6,5,7,4,3,4,7,7,6,8,5,4,5,816886
180,female,51,property,small,2,2,5,5,3,3,3,1,3,6,6,4,4,4,2,4,166227
186,male,33,property,small,2,2,3,3,6,1,0,0,0,4,4,7,2,1,1,1,139556
192,male,33,property,small,2,2,5,3,6,3,1,1,2,6,4,7,4,2,2,3,558885
193,male,26,property,small,2,2,5,7,6,6,6,7,7,6,8,7,7,7,8,8,584014
196,male,27,property,small,2,2,1,1,3,4,5,3,9,2,2,4,5,6,4,10,458642
200,female,60,property,small,2,2,4,4,6,6,6,5,5,5,5,7,7,7,6,6,750729
204,female,37,property,small,2,2,9,9,9,9,6,6,6,10,10,10,10,7,7,7,322127
214,female,22,property,small,2,2,3,3,4,5,8,9,7,4,4,5,6,9,10,8,873123
230,female,35,property,small,2,2,1,0,1,1,2,8,4,2,1,2,2,3,9,5,387676
235,male,30,property,small,2,2,9,7,5,2,1,1,3,10,8,6,3,2,2,4,577747
239,male,21,property,small,2,2,9,9,8,7,6,6,7,10,10,9,8,7,7,8,395407
243,female,29,property,small,2,2,0,2,5,5,7,6,9,1,3,6,6,8,7,10,709691
249,female,38,property,small,2,2,8,7,6,8,9,3,2,9,8,7,9,10,4,3,112759
262,male,45,property,small,2,2,2,5,6,7,8,7,8,3,6,7,8,9,8,9,494562
263,male,26,property,small,2,2,1,5,4,4,4,3,4,2,6,5,5,5,4,5,987460
266,male,22,property,small,2,2,8,9,8,2,7,0,0,9,10,9,3,8,1,1,131931
270,male,35,property,small,2,2,3,5,5,5,5,3,3,4,6,6,6,6,4,4,751123
273,female,18,property,small,2,2,8,8,8,6,6,4,4,9,9,9,7,7,5,5,992836
278,female,65,property,small,2,2,1,2,3,3,4,4,3,2,3,4,4,5,5,4,583567
279,male,42,property,small,2,2,2,6,5,7,3,7,1,3,7,6,8,4,8,2,387060
283,female,35,property,small,2,2,1,3,4,5,7,8,8,2,4,5,6,8,9,9,654248
296,male,44,property,small,2,2,2,2,2,0,0,0,0,3,3,3,1,1,1,1,737037
298,male,40,property,small,2,2,3,3,3,3,0,3,0,4,4,4,4,1,4,1,878991
308,male,34,property,small,2,2,0,1,1,3,2,5,7,1,2,2,4,3,6,8,843205
312,female,34,property,small,2,2,5,5,5,5,4,3,3,6,6,6,6,5,4,4,191098
314,female,23,property,small,2,2,6,5,4,2,1,1,0,7,6,5,3,2,2,1,514636
322,male,49,property,small,2,2,1,8,8,9,9,9,9,2,9,9,10,10,10,10,473232
324,female,43,property,small,2,2,7,7,4,1,1,1,1,8,8,5,2,2,2,2,232016
327,male,44,property,small,2,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,202911
329,male,26,property,small,2,2,7,7,5,3,2,2,2,8,8,6,4,3,3,3,497796
339,female,50,property,small,2,2,6,9,9,8,9,8,8,7,10,10,9,10,9,9,439714
343,female,52,property,small,2,2,6,7,9,8,3,2,0,7,8,10,9,4,3,1,505236
355,male,47,property,small,2,2,7,6,3,4,1,1,1,8,7,4,5,2,2,2,235639
368,female,24,property,small,2,2,5,6,6,4,4,4,4,6,7,7,5,5,5,5,945376
370,male,28,property,small,2,2,5,5,5,5,5,2,2,6,6,6,6,6,3,3,607078
373,male,27,property,small,2,2,2,7,7,6,3,2,1,3,8,8,7,4,3,2,782411
374,female,36,property,small,2,2,8,7,7,7,7,0,0,9,8,8,8,8,1,1,290718
378,female,46,property,small,2,2,6,6,6,6,3,3,3,7,7,7,7,4,4,4,209323
381,male,40,property,small,2,2,0,2,0,2,4,6,6,1,3,1,3,5,7,7,198179
393,female,25,property,small,2,2,4,6,7,7,7,8,9,5,7,8,8,8,9,10,846087
398,female,24,property,small,2,2,2,3,7,7,7,7,8,3,4,8,8,8,8,9,429754
400,female,34,property,small,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,432300
404,male,39,property,small,2,2,0,2,5,5,8,9,8,1,3,6,6,9,10,9,338380
408,male,33,property,small,2,2,4,7,8,6,6,1,2,5,8,9,7,7,2,3,660696
410,male,35,property,small,2,2,8,9,7,3,2,1,1,9,10,8,4,3,2,2,556847
412,female,59,property,small,2,2,6,6,6,6,6,6,6,7,7,7,7,7,7,7,147894
413,male,27,property,small,2,2,0,4,4,4,4,4,4,1,5,5,5,5,5,5,700106
414,female,49,property,small,2,2,1,6,2,2,4,1,1,2,7,3,3,5,2,2,438485
416,male,31,property,small,2,2,8,8,8,7,7,6,7,9,9,9,8,8,7,8,627022
424,female,35,property,small,2,2,0,1,7,5,8,9,9,1,2,8,6,9,10,10,444686
